comment,processed_data
"Many overly burdensome minor reporting requirements for lower priority business, new routine timesheets / leave audit for example  ","['overly', 'burdensome', 'minor', 'reporting', 'requirement', 'low', 'priority', 'business', 'new', 'routine', 'timesheet', 'leave', 'audit', 'example']"
"in addition to already stated, review all forms or apporval processes to allow digital signature / approvals","['addition', 'state', 'review', 'form', 'apporval', 'process', 'allow', 'digital', 'signature', 'approval']"
"Immense inefficiencies and double handling, overly burdensome procurement practices that don't actually add to accountability measures or getting value for money","['immense', 'inefficiency', 'double', 'handling', 'overly', 'burdensome', 'procurement', 'practice', 'don', 'actually', 'add', 'accountability', 'measure', 'get', 'value', 'money']"
"lift lower level finace deleagtion for routine procurement where value for money can still be demonstrated i.e. under $30,000 and basic. Look at HPW and TMR procurement and SOA practices. ","['lift', 'low', 'level', 'finace', 'deleagtion', 'routine', 'procurement', 'value', 'money', 'demonstrate', '30', '000', 'basic', 'look', 'HPW', 'TMR', 'procurement', 'SOA', 'practice']"
Procurement is the biggest example and has the most impact on our business delivery. Every review over the last ten years to fix that has added just more layers of process. This prevents us from meeting departmental expectaions and progarm delivery as well as a knoiwck on to other work and programs that do not have a procurement aspect to them due to time loss. Capacity is limited in procurement support,"['procurement', 'big', 'example', 'impact', 'business', 'delivery', 'review', 'year', 'fix', 'add', 'layer', 'process', 'prevent', 'meet', 'departmental', 'expectaion', 'progarm', 'delivery', 'knoiwck', 'work', 'program', 'procurement', 'aspect', 'time', 'loss', 'Capacity', 'limit', 'procurement', 'support']"
Procurement is a nightmare. ,"['procurement', 'nightmare']"
Unnecessary high level approvals,"['unnecessary', 'high', 'level', 'approval']"
"In DES sciences the scientists need to undertake project approvals and pre-approvals and contract management themselves (other agencies have a dedicated unit to assist with this).  Therefore our time is really restricted, particularly if you are a proactive scientist that gets a lot of projects.","['DES', 'science', 'scientist', 'need', 'undertake', 'project', 'approval', 'pre', 'approval', 'contract', 'management', 'agency', 'dedicated', 'unit', 'assist', 'time', 'restrict', 'particularly', 'proactive', 'scientist', 'get', 'lot', 'project']"
More admin assistance,"['admin', 'assistance']"
Excessive number and length of documents that needed to be created to achieve a procuremnt. I think teh page count was getting up towards 100 - ridiculous. Coupled with a clunky online system.,"['excessive', 'number', 'length', 'document', 'need', 'create', 'achieve', 'procuremnt', 'think', 'teh', 'page', 'count', 'get', '100', 'ridiculous', 'couple', 'clunky', 'online', 'system']"
More thought needs to be given to a reasonabel procurement approcah that doesn't suck up days and days of work for the sake of arse-covering,"['thought', 'need', 'give', 'reasonabel', 'procurement', 'approcah', 'doesn', 'suck', 'day', 'day', 'work', 'sake', 'arse', 'cover']"
Also all the approvals and steps required for project approval (Paris),"['approval', 'step', 'require', 'project', 'approval', 'Paris']"
Unreasonable time demands not commensurate with the risks,"['unreasonable', 'time', 'demand', 'commensurate', 'risk']"
Work related travel approval,"['work', 'relate', 'travel', 'approval']"
Review of delegations,"['review', 'delegation']"
Recruitment and Selection and the new conversion process,"['Recruitment', 'Selection', 'new', 'conversion', 'process']"
Too many levels of approval,"['level', 'approval']"
Approvals are overly complicated and require to many sections to be involved.  Irrelevant questions slow down the process.  Divisions should have some autonomy ,"['approval', 'overly', 'complicated', 'require', 'section', 'involve', 'irrelevant', 'question', 'slow', 'process', 'Divisions', 'autonomy']"
Allow divisions to manage,"['allow', 'division', 'manage']"
To avoid unnecessary duplication of information throughout the process,"['avoid', 'unnecessary', 'duplication', 'information', 'process']"
Requires too much time from scientific staff for administration tasks.,"['require', 'time', 'scientific', 'staff', 'administration', 'task']"
Division EMP requirments - always having HR decisions days before the persons contract/ higher duties is due to end. ,"['division', 'emp', 'requirment', 'have', 'HR', 'decision', 'day', 'person', 'contract', 'high', 'duty', 'end']"
"Officer's/people should be given the decency of knowing where they are going at the end of their higher duties/contract and knowing if they will be continuing in the position. It is unacceptable that people keep having to wait until the last minute/week to find out what is happening as it is mentally exhausting - eg, do I have a job? do I make that decision as I wont be in the role next week? ","['officer', 'people', 'give', 'decency', 'know', 'go', 'end', 'high', 'duty', 'contract', 'know', 'continue', 'position', 'unacceptable', 'people', 'have', 'wait', 'minute', 'week', 'find', 'happen', 'mentally', 'exhausting', 'eg', 'job', 'decision', 'will', 'not', 'role', 'week']"
Bot Q&A via a form,"['bot', 'form']"
 data entered once-only,"['datum', 'enter']"
"AI and process technoogy exists to resolve these issues, saving time","['AI', 'process', 'technoogy', 'exist', 'resolve', 'issue', 'saving', 'time']"
"Bots, Azure forms","['bot', 'Azure', 'form']"
"Unnecessary process steps and duplication and doing so beacuse it is how we have always done things. Where there is a perception of 'too much red tape' we need to review the end to end process and ask the questions of why and if necessary design a whole new process to be efficient, cost effective and satisfying to worj with","['unnecessary', 'process', 'step', 'duplication', 'beacuse', 'thing', 'perception', 'red', 'tape', 'need', 'review', 'end', 'end', 'process', 'ask', 'question', 'necessary', 'design', 'new', 'process', 'efficient', 'cost', 'effective', 'satisfying', 'worj']"
Improvemnets in Procurement Processes,"['improvemnet', 'Procurement', 'Processes']"
"Six Sigma, Lean processes .... there are multiple methods and tools. The bigger hurdle is getting buy-in and building on KPIs and accountability to meet timeframes and this will lead to less red tape and better ways of working","['Sigma', 'Lean', 'process', 'multiple', 'method', 'tool', 'big', 'hurdle', 'get', 'buy', 'build', 'kpi', 'accountability', 'meet', 'timeframe', 'lead', 'red', 'tape', 'well', 'way', 'work']"
Waste of time & uses limited resources,"['waste', 'time', 'use', 'limited', 'resource']"
Because there are insufficient resources to perform the work required.,"['insufficient', 'resource', 'perform', 'work', 'require']"
"I have ideas but these are not invited or considered, there is no consultation prior to decisions being made and the resultant impacts on processes and workload.","['idea', 'invite', 'consider', 'consultation', 'prior', 'decision', 'resultant', 'impact', 'process', 'workload']"
"Having to add additional steps to my day to make sure that reports run for Managers is correct, where I am required to duplicate information in several places, for the sake of management. It is inefficient and tiresome.","['have', 'add', 'additional', 'step', 'day', 'sure', 'report', 'run', 'Managers', 'correct', 'require', 'duplicate', 'information', 'place', 'sake', 'management', 'inefficient', 'tiresome']"
"Sometimes I have to update Dynamics on a daily basis, to duplicate information in several places, so that the reports collect the right information. However, the way the reports are run changes frequently so several times a week we are amending how we record information into Dynamics, often changing what has already been done because someone has decided we need to do something differently. There is little reprieve on the situation. When I raised my concerns with my manger, I receive no understanding or empathy on the stress it can create.","['update', 'dynamic', 'daily', 'basis', 'duplicate', 'information', 'place', 'report', 'collect', 'right', 'information', 'way', 'report', 'run', 'change', 'frequently', 'time', 'week', 'amend', 'record', 'information', 'dynamic', 'change', 'decide', 'need', 'differently', 'little', 'reprieve', 'situation', 'raise', 'concern', 'manger', 'receive', 'understanding', 'empathy', 'stress', 'create']"
"I generally find the approval process is okay, but it is the recording of information, having to make changes almost daily to the system (Compliance Hub - Dynamics), is ridiculous.","['generally', 'find', 'approval', 'process', 'okay', 'recording', 'information', 'have', 'change', 'daily', 'system', 'Compliance', 'Hub', 'dynamic', 'ridiculous']"
